Date;Location;New Cases
6/7/2021;Kalimantan Tengah;90
6/7/2021;Kalimantan Timur;40
6/7/2021;Kalimantan Utara;5
6/7/2021;Kepulauan Bangka Belitung;68
6/7/2021;Kepulauan Riau;151
6/7/2021;Lampung;119
6/7/2021;Maluku;25
6/7/2021;Maluku Utara;7
6/7/2021;Nusa Tenggara Barat;60
6/7/2021;Nusa Tenggara Timur;177
6/7/2021;Papua;0
6/7/2021;Papua Barat;1
6/7/2021;Riau;313
6/7/2021;Sulawesi Barat;0
6/7/2021;Sulawesi Selatan;31
6/7/2021;Sulawesi Tengah;8
6/7/2021;Sulawesi Tenggara;5
6/7/2021;Sulawesi Utara;1
6/7/2021;Sumatera Barat;239
6/7/2021;Sumatera Selatan;126
6/7/2021;Sumatera Utara;99
6/8/2021;Aceh;157
6/8/2021;Bali;36
6/8/2021;Banten;142
6/8/2021;Bengkulu;26
6/8/2021;DKI Jakarta;755
6/8/2021;Daerah Istimewa Yogyakarta;237
6/8/2021;Gorontalo;0
6/8/2021;Indonesia;6294
6/8/2021;Jambi;148
6/8/2021;Jawa Barat;1119
6/8/2021;Jawa Tengah;1606
6/8/2021;Jawa Timur;389
6/8/2021;Kalimantan Barat;95
6/8/2021;Kalimantan Selatan;17
6/8/2021;Kalimantan Tengah;127
6/8/2021;Kalimantan Timur;90
6/8/2021;Kalimantan Utara;9
6/8/2021;Kepulauan Bangka Belitung;113
6/8/2021;Kepulauan Riau;218
6/8/2021;Lampung;103
6/8/2021;Maluku;0
6/8/2021;Maluku Utara;13
6/8/2021;Nusa Tenggara Barat;72
6/8/2021;Nusa Tenggara Timur;84
6/8/2021;Papua;16
6/8/2021;Papua Barat;16
6/8/2021;Riau;345
6/8/2021;Sulawesi Barat;1
6/8/2021;Sulawesi Selatan;98
6/8/2021;Sulawesi Tengah;53
6/8/2021;Sulawesi Tenggara;7
6/8/2021;Sulawesi Utara;7
6/8/2021;Sumatera Barat;141
6/8/2021;Sumatera Selatan;122
6/8/2021;Sumatera Utara;95
6/9/2021;Aceh;226
6/9/2021;Bali;37
6/9/2021;Banten;103
6/9/2021;Bengkulu;24
6/9/2021;DKI Jakarta;1376
6/9/2021;Daerah Istimewa Yogyakarta;304
6/9/2021;Gorontalo;6
6/9/2021;Indonesia;7725
6/9/2021;Jambi;136
6/9/2021;Jawa Barat;1463
6/9/2021;Jawa Tengah;1588
6/9/2021;Jawa Timur;405
6/9/2021;Kalimantan Barat;158
6/9/2021;Kalimantan Selatan;28
6/9/2021;Kalimantan Tengah;67
6/9/2021;Kalimantan Timur;84
6/9/2021;Kalimantan Utara;8
6/9/2021;Kepulauan Bangka Belitung;108
6/9/2021;Kepulauan Riau;407
6/9/2021;Lampung;112
6/9/2021;Maluku;5
6/9/2021;Maluku Utara;8
6/9/2021;Nusa Tenggara Barat;49
6/9/2021;Nusa Tenggara Timur;26
6/9/2021;Papua;20
6/9/2021;Papua Barat;6
6/9/2021;Riau;402
6/9/2021;Sulawesi Barat;13
6/9/2021;Sulawesi Selatan;66
6/9/2021;Sulawesi Tengah;7
6/9/2021;Sulawesi Tenggara;5
6/9/2021;Sulawesi Utara;10
6/9/2021;Sumatera Barat;259
6/9/2021;Sumatera Selatan;152
6/9/2021;Sumatera Utara;93
6/10/2021;Aceh;247
6/10/2021;Bali;61
6/10/2021;Banten;188
6/10/2021;Bengkulu;33
6/10/2021;DKI Jakarta;2091
6/10/2021;Daerah Istimewa Yogyakarta;455
6/10/2021;Gorontalo;15
6/10/2021;Indonesia;8892
6/10/2021;Jambi;132
6/10/2021;Jawa Barat;1382
6/10/2021;Jawa Tengah;1718
6/10/2021;Jawa Timur;426
6/10/2021;Kalimantan Barat;149
6/10/2021;Kalimantan Selatan;102
6/10/2021;Kalimantan Tengah;106
6/10/2021;Kalimantan Timur;108
6/10/2021;Kalimantan Utara;20
6/10/2021;Kepulauan Bangka Belitung;89
6/10/2021;Kepulauan Riau;307
6/10/2021;Lampung;97
6/10/2021;Maluku;5
6/10/2021;Maluku Utara;8
6/10/2021;Nusa Tenggara Barat;37
6/10/2021;Nusa Tenggara Timur;63
6/10/2021;Papua;34
6/10/2021;Papua Barat;2
6/10/2021;Riau;438
6/10/2021;Sulawesi Barat;5
6/10/2021;Sulawesi Selatan;45
6/10/2021;Sulawesi Tengah;14
6/10/2021;Sulawesi Tenggara;19
6/10/2021;Sulawesi Utara;10
6/10/2021;Sumatera Barat;353
6/10/2021;Sumatera Selatan;154
6/10/2021;Sumatera Utara;211
6/11/2021;Aceh;284
6/11/2021;Bali;46
6/11/2021;Banten;214
6/11/2021;Bengkulu;64
6/11/2021;DKI Jakarta;2293
6/11/2021;Daerah Istimewa Yogyakarta;417
6/11/2021;Gorontalo;5
6/11/2021;Indonesia;8083
6/11/2021;Jambi;91
6/11/2021;Jawa Barat;1305
6/11/2021;Jawa Tengah;1235
6/11/2021;Jawa Timur;441
6/11/2021;Kalimantan Barat;144
6/11/2021;Kalimantan Selatan;34
6/11/2021;Kalimantan Tengah;66
6/11/2021;Kalimantan Timur;78
6/11/2021;Kalimantan Utara;10
6/11/2021;Kepulauan Bangka Belitung;97
6/11/2021;Kepulauan Riau;300
6/11/2021;Lampung;89
6/11/2021;Maluku;27
6/11/2021;Maluku Utara;6
6/11/2021;Nusa Tenggara Barat;20
6/11/2021;Nusa Tenggara Timur;10
6/11/2021;Papua;30
6/11/2021;Papua Barat;15
6/11/2021;Riau;387
6/11/2021;Sulawesi Barat;2
6/11/2021;Sulawesi Selatan;32
6/11/2021;Sulawesi Tengah;10
6/11/2021;Sulawesi Tenggara;8
6/11/2021;Sulawesi Utara;14
6/11/2021;Sumatera Barat;278
6/11/2021;Sumatera Selatan;128
6/11/2021;Sumatera Utara;115
6/12/2021;Aceh;108
6/12/2021;Bali;22
6/12/2021;Banten;214
6/12/2021;Bengkulu;43
6/12/2021;DKI Jakarta;2455
6/12/2021;Daerah Istimewa Yogyakarta;436
6/12/2021;Gorontalo;4
6/12/2021;Indonesia;7465
6/12/2021;Jambi;145
6/12/2021;Jawa Barat;974
6/12/2021;Jawa Tengah;1036
6/12/2021;Jawa Timur;358
6/12/2021;Kalimantan Barat;146
6/12/2021;Kalimantan Selatan;23
6/12/2021;Kalimantan Tengah;120
6/12/2021;Kalimantan Timur;78
6/12/2021;Kalimantan Utara;7
6/12/2021;Kepulauan Bangka Belitung;57
6/12/2021;Kepulauan Riau;282
6/12/2021;Lampung;96
6/12/2021;Maluku;1
6/12/2021;Maluku Utara;10
6/12/2021;Nusa Tenggara Barat;20
6/12/2021;Nusa Tenggara Timur;50
6/12/2021;Papua;20
6/12/2021;Papua Barat;13
6/12/2021;Riau;388
6/12/2021;Sulawesi Barat;13
6/12/2021;Sulawesi Selatan;36
6/12/2021;Sulawesi Tengah;8
6/12/2021;Sulawesi Tenggara;6
6/12/2021;Sulawesi Utara;0
6/12/2021;Sumatera Barat;232
6/12/2021;Sumatera Selatan;184
6/12/2021;Sumatera Utara;99
6/13/2021;Aceh;159
6/13/2021;Bali;44
6/13/2021;Banten;198
6/13/2021;Bengkulu;103
6/13/2021;DKI Jakarta;2769
6/13/2021;Daerah Istimewa Yogyakarta;466
6/13/2021;Gorontalo;4
6/13/2021;Indonesia;9868
6/13/2021;Jambi;133
6/13/2021;Jawa Barat;1379
6/13/2021;Jawa Tengah;2686
6/13/2021;Jawa Timur;422
6/13/2021;Kalimantan Barat;136
6/13/2021;Kalimantan Selatan;29
6/13/2021;Kalimantan Tengah;97
6/13/2021;Kalimantan Timur;108
6/13/2021;Kalimantan Utara;33
6/13/2021;Kepulauan Bangka Belitung;43
6/13/2021;Kepulauan Riau;215
6/13/2021;Lampung;113
6/13/2021;Maluku;31
6/13/2021;Maluku Utara;13
6/13/2021;Nusa Tenggara Barat;10
6/13/2021;Nusa Tenggara Timur;60
6/13/2021;Papua;8
6/13/2021;Papua Barat;14
6/13/2021;Riau;322
6/13/2021;Sulawesi Barat;0
6/13/2021;Sulawesi Selatan;17
6/13/2021;Sulawesi Tengah;9
6/13/2021;Sulawesi Tenggara;8
6/13/2021;Sulawesi Utara;2
6/13/2021;Sumatera Barat;267
6/13/2021;Sumatera Selatan;144
6/13/2021;Sumatera Utara;73
6/14/2021;Aceh;166
6/14/2021;Bali;48
6/14/2021;Banten;255
6/14/2021;Bengkulu;15
6/14/2021;DKI Jakarta;2722
6/14/2021;Daerah Istimewa Yogyakarta;428
6/14/2021;Gorontalo;0
6/14/2021;Indonesia;8189
6/14/2021;Jambi;104
6/14/2021;Jawa Barat;1510
6/14/2021;Jawa Tengah;1849
6/14/2021;Jawa Timur;403
6/14/2021;Kalimantan Barat;0
6/14/2021;Kalimantan Selatan;13
6/14/2021;Kalimantan Tengah;46
6/14/2021;Kalimantan Timur;62
6/14/2021;Kalimantan Utara;5
6/14/2021;Kepulauan Bangka Belitung;44
6/14/2021;Kepulauan Riau;120
6/14/2021;Lampung;128
6/14/2021;Maluku;3
6/14/2021;Maluku Utara;8
6/14/2021;Nusa Tenggara Barat;6
6/14/2021;Nusa Tenggara Timur;70
6/14/2021;Papua;4
6/14/2021;Papua Barat;10
6/14/2021;Riau;163
6/14/2021;Sulawesi Barat;2
6/14/2021;Sulawesi Selatan;8
6/14/2021;Sulawesi Tengah;7
6/14/2021;Sulawesi Tenggara;3
6/14/2021;Sulawesi Utara;22
6/14/2021;Sumatera Barat;111
6/14/2021;Sumatera Selatan;88
6/14/2021;Sumatera Utara;193
6/15/2021;Aceh;155
6/15/2021;Bali;55
6/15/2021;Banten;141
6/15/2021;Bengkulu;34
6/15/2021;DKI Jakarta;1502
6/15/2021;Daerah Istimewa Yogyakarta;438
6/15/2021;Gorontalo;18
6/15/2021;Indonesia;8161
6/15/2021;Jambi;128
6/15/2021;Jawa Barat;1968
6/15/2021;Jawa Tengah;2191
6/15/2021;Jawa Timur;500
6/15/2021;Kalimantan Barat;114
6/15/2021;Kalimantan Selatan;21
6/15/2021;Kalimantan Tengah;95
6/15/2021;Kalimantan Timur;133
6/15/2021;Kalimantan Utara;26
6/15/2021;Kepulauan Bangka Belitung;75
6/15/2021;Kepulauan Riau;219
6/15/2021;Lampung;109
6/15/2021;Maluku;16
6/15/2021;Maluku Utara;26
6/15/2021;Nusa Tenggara Barat;43
6/15/2021;Nusa Tenggara Timur;14
6/15/2021;Papua;11
6/15/2021;Papua Barat;15
6/15/2021;Riau;310
6/15/2021;Sulawesi Barat;4
6/15/2021;Sulawesi Selatan;41
6/15/2021;Sulawesi Tengah;11
6/15/2021;Sulawesi Tenggara;11
6/15/2021;Sulawesi Utara;19
6/15/2021;Sumatera Barat;154
6/15/2021;Sumatera Selatan;152
6/15/2021;Sumatera Utara;121
6/16/2021;Aceh;133
6/16/2021;Bali;67
6/16/2021;Banten;157
6/16/2021;Bengkulu;49
6/16/2021;DKI Jakarta;2376
6/16/2021;Daerah Istimewa Yogyakarta;534
6/16/2021;Gorontalo;2
6/16/2021;Indonesia;9944
6/16/2021;Jambi;124
6/16/2021;Jawa Barat;2648
6/16/2021;Jawa Tengah;1823
6/16/2021;Jawa Timur;701
6/16/2021;Kalimantan Barat;121
6/16/2021;Kalimantan Selatan;57
6/16/2021;Kalimantan Tengah;94
6/16/2021;Kalimantan Timur;145
6/16/2021;Kalimantan Utara;17
6/16/2021;Kepulauan Bangka Belitung;91
6/16/2021;Kepulauan Riau;351
6/16/2021;Lampung;62
6/16/2021;Maluku;43
6/16/2021;Maluku Utara;8
6/16/2021;Nusa Tenggara Barat;5
6/16/2021;Nusa Tenggara Timur;47
6/16/2021;Papua;4
6/16/2021;Papua Barat;30
6/16/2021;Riau;326
6/16/2021;Sulawesi Barat;2
6/16/2021;Sulawesi Selatan;32
6/16/2021;Sulawesi Tengah;16
6/16/2021;Sulawesi Tenggara;11
6/16/2021;Sulawesi Utara;0
6/16/2021;Sumatera Barat;214
6/16/2021;Sumatera Selatan;138
6/16/2021;Sumatera Utara;136
6/17/2021;Aceh;140
6/17/2021;Bali;65
6/17/2021;Banten;168
6/17/2021;Bengkulu;30
6/17/2021;DKI Jakarta;4144
6/17/2021;Daerah Istimewa Yogyakarta;595
6/17/2021;Gorontalo;0
6/17/2021;Indonesia;12624
6/17/2021;Jambi;132
6/17/2021;Jawa Barat;2571
6/17/2021;Jawa Tengah;1913
6/17/2021;Jawa Timur;721
6/17/2021;Kalimantan Barat;144
6/17/2021;Kalimantan Selatan;93
6/17/2021;Kalimantan Tengah;85
6/17/2021;Kalimantan Timur;177
6/17/2021;Kalimantan Utara;36
6/17/2021;Kepulauan Bangka Belitung;92
6/17/2021;Kepulauan Riau;307
6/17/2021;Lampung;92
6/17/2021;Maluku;24
6/17/2021;Maluku Utara;7
6/17/2021;Nusa Tenggara Barat;17
6/17/2021;Nusa Tenggara Timur;9
6/17/2021;Papua;28
6/17/2021;Papua Barat;44
6/17/2021;Riau;331
6/17/2021;Sulawesi Barat;6
6/17/2021;Sulawesi Selatan;62
6/17/2021;Sulawesi Tengah;23
6/17/2021;Sulawesi Tenggara;11
6/17/2021;Sulawesi Utara;17
6/17/2021;Sumatera Barat;188
6/17/2021;Sumatera Selatan;121
6/17/2021;Sumatera Utara;162
6/18/2021;Aceh;150
6/18/2021;Bali;95
6/18/2021;Banten;249
6/18/2021;Bengkulu;70
6/18/2021;DKI Jakarta;4737
6/18/2021;Daerah Istimewa Yogyakarta;592
6/18/2021;Gorontalo;28
6/18/2021;Indonesia;12990
6/18/2021;Jambi;157
6/18/2021;Jawa Barat;3030
6/18/2021;Jawa Tengah;1635
6/18/2021;Jawa Timur;728
6/18/2021;Kalimantan Barat;140
6/18/2021;Kalimantan Selatan;28
6/18/2021;Kalimantan Tengah;119
6/18/2021;Kalimantan Timur;145
6/18/2021;Kalimantan Utara;53
6/18/2021;Kepulauan Bangka Belitung;73
6/18/2021;Kepulauan Riau;278
6/18/2021;Lampung;88
6/18/2021;Maluku;0
6/18/2021;Maluku Utara;28
6/18/2021;Nusa Tenggara Barat;23
6/18/2021;Nusa Tenggara Timur;20
6/18/2021;Papua;11
6/18/2021;Papua Barat;41
6/18/2021;Riau;353
6/18/2021;Sulawesi Barat;4
6/18/2021;Sulawesi Selatan;63
6/18/2021;Sulawesi Tengah;22
6/18/2021;Sulawesi Tenggara;41
6/18/2021;Sulawesi Utara;16
6/18/2021;Sumatera Barat;241
6/18/2021;Sumatera Selatan;135
6/18/2021;Sumatera Utara;137
6/19/2021;Aceh;116
6/19/2021;Bali;155
6/19/2021;Banten;278
6/19/2021;Bengkulu;81
6/19/2021;DKI Jakarta;4894
6/19/2021;Daerah Istimewa Yogyakarta;638
6/19/2021;Gorontalo;9
6/19/2021;Indonesia;12906
6/19/2021;Jambi;146
6/19/2021;Jawa Barat;1949
6/19/2021;Jawa Tengah;2094
6/19/2021;Jawa Timur;692
6/19/2021;Kalimantan Barat;147
6/19/2021;Kalimantan Selatan;48
6/19/2021;Kalimantan Tengah;88
6/19/2021;Kalimantan Timur;152
6/19/2021;Kalimantan Utara;13
6/19/2021;Kepulauan Bangka Belitung;81
6/19/2021;Kepulauan Riau;341
6/19/2021;Lampung;117
6/19/2021;Maluku;15
6/19/2021;Maluku Utara;16
6/19/2021;Nusa Tenggara Barat;39
6/19/2021;Nusa Tenggara Timur;6
6/19/2021;Papua;7
6/19/2021;Papua Barat;33
6/19/2021;Riau;284
6/19/2021;Sulawesi Barat;5
6/19/2021;Sulawesi Selatan;67
6/19/2021;Sulawesi Tengah;39
6/19/2021;Sulawesi Tenggara;22
6/19/2021;Sulawesi Utara;19
6/19/2021;Sumatera Barat;135
6/19/2021;Sumatera Selatan;119
6/19/2021;Sumatera Utara;122
6/20/2021;Aceh;93
6/20/2021;Bali;106
6/20/2021;Banten;228
6/20/2021;Bengkulu;85
6/20/2021;DKI Jakarta;5582
6/20/2021;Daerah Istimewa Yogyakarta;665
6/20/2021;Gorontalo;10
6/20/2021;Indonesia;13737
6/20/2021;Jambi;105
6/20/2021;Jawa Barat;2309
6/20/2021;Jawa Tengah;1955
6/20/2021;Jawa Timur;737
6/20/2021;Kalimantan Barat;147
6/20/2021;Kalimantan Selatan;20
6/20/2021;Kalimantan Tengah;75
6/20/2021;Kalimantan Timur;147
6/20/2021;Kalimantan Utara;40
6/20/2021;Kepulauan Bangka Belitung;49
6/20/2021;Kepulauan Riau;337
6/20/2021;Lampung;141
6/20/2021;Maluku;69
6/20/2021;Maluku Utara;1
6/20/2021;Nusa Tenggara Barat;15
6/20/2021;Nusa Tenggara Timur;34
6/20/2021;Papua;6
6/20/2021;Papua Barat;58
6/20/2021;Riau;274
6/20/2021;Sulawesi Barat;26
6/20/2021;Sulawesi Selatan;50
6/20/2021;Sulawesi Tengah;20
6/20/2021;Sulawesi Tenggara;29
6/20/2021;Sulawesi Utara;0
6/20/2021;Sumatera Barat;131
6/20/2021;Sumatera Selatan;143
6/20/2021;Sumatera Utara;108
6/21/2021;Aceh;47
6/21/2021;Bali;90
6/21/2021;Banten;333
6/21/2021;Bengkulu;46
6/21/2021;DKI Jakarta;5014
6/21/2021;Daerah Istimewa Yogyakarta;662
6/21/2021;Gorontalo;66
6/21/2021;Indonesia;14536
6/21/2021;Jambi;119
6/21/2021;Jawa Barat;3091
6/21/2021;Jawa Tengah;3392
6/21/2021;Jawa Timur;719
6/21/2021;Kalimantan Barat;97
6/21/2021;Kalimantan Selatan;5
6/21/2021;Kalimantan Tengah;70
6/21/2021;Kalimantan Timur;163
6/21/2021;Kalimantan Utara;9
6/21/2021;Kepulauan Bangka Belitung;40
6/21/2021;Kepulauan Riau;227
6/21/2021;Lampung;119
6/21/2021;Maluku;0
6/21/2021;Maluku Utara;6
6/21/2021;Nusa Tenggara Barat;23
6/21/2021;Nusa Tenggara Timur;7
6/21/2021;Papua;12
6/21/2021;Papua Barat;6
6/21/2021;Riau;148
6/21/2021;Sulawesi Barat;2
6/21/2021;Sulawesi Selatan;35
6/21/2021;Sulawesi Tengah;19
6/21/2021;Sulawesi Tenggara;3
6/21/2021;Sulawesi Utara;16
6/21/2021;Sumatera Barat;70
6/21/2021;Sumatera Selatan;111
6/21/2021;Sumatera Utara;280
6/22/2021;Aceh;63
6/22/2021;Bali;127
6/22/2021;Banten;462
6/22/2021;Bengkulu;101
6/22/2021;DKI Jakarta;3220
6/22/2021;Daerah Istimewa Yogyakarta;675
6/22/2021;Gorontalo;0
6/22/2021;Indonesia;13668
6/22/2021;Jambi;141
6/22/2021;Jawa Barat;3293
6/22/2021;Jawa Tengah;2416
6/22/2021;Jawa Timur;746
6/22/2021;Kalimantan Barat;125
6/22/2021;Kalimantan Selatan;37
6/22/2021;Kalimantan Tengah;135
6/22/2021;Kalimantan Timur;245
6/22/2021;Kalimantan Utara;40
6/22/2021;Kepulauan Bangka Belitung;89
6/22/2021;Kepulauan Riau;153
6/22/2021;Lampung;72
6/22/2021;Maluku;40
6/22/2021;Maluku Utara;36
6/22/2021;Nusa Tenggara Barat;11
6/22/2021;Nusa Tenggara Timur;97
6/22/2021;Papua;37
6/22/2021;Papua Barat;24
6/22/2021;Riau;224
6/22/2021;Sulawesi Barat;3
6/22/2021;Sulawesi Selatan;130
6/22/2021;Sulawesi Tengah;23
6/22/2021;Sulawesi Tenggara;64
6/22/2021;Sulawesi Utara;39
6/22/2021;Sumatera Barat;188
6/22/2021;Sumatera Selatan;151
6/22/2021;Sumatera Utara;298
6/23/2021;Aceh;156
6/23/2021;Bali;189
6/23/2021;Banten;275
6/23/2021;Bengkulu;106
6/23/2021;DKI Jakarta;4693
6/23/2021;Daerah Istimewa Yogyakarta;694
6/23/2021;Gorontalo;33
6/23/2021;Indonesia;15308
6/23/2021;Jambi;103
6/23/2021;Jawa Barat;3063
6/23/2021;Jawa Tengah;2329
6/23/2021;Jawa Timur;873
6/23/2021;Kalimantan Barat;155
6/23/2021;Kalimantan Selatan;77
6/23/2021;Kalimantan Tengah;96
6/23/2021;Kalimantan Timur;227
6/23/2021;Kalimantan Utara;84
6/23/2021;Kepulauan Bangka Belitung;90
6/23/2021;Kepulauan Riau;309
6/23/2021;Lampung;142
6/23/2021;Maluku;33
6/23/2021;Maluku Utara;21
6/23/2021;Nusa Tenggara Barat;25
6/23/2021;Nusa Tenggara Timur;71
6/23/2021;Papua;37
6/23/2021;Papua Barat;87
6/23/2021;Riau;329
6/23/2021;Sulawesi Barat;47
6/23/2021;Sulawesi Selatan;130
6/23/2021;Sulawesi Tengah;33
6/23/2021;Sulawesi Tenggara;87
6/23/2021;Sulawesi Utara;47
6/23/2021;Sumatera Barat;294
6/23/2021;Sumatera Selatan;115
6/23/2021;Sumatera Utara;146
6/24/2021;Aceh;73
6/24/2021;Bali;181
6/24/2021;Banten;599
6/24/2021;Bengkulu;141
6/24/2021;DKI Jakarta;7505
6/24/2021;Daerah Istimewa Yogyakarta;791
6/24/2021;Gorontalo;0
6/24/2021;Indonesia;20574
6/24/2021;Jambi;43
6/24/2021;Jawa Barat;3190
6/24/2021;Jawa Tengah;3058
6/24/2021;Jawa Timur;943
6/24/2021;Kalimantan Barat;189
6/24/2021;Kalimantan Selatan;39
6/24/2021;Kalimantan Tengah;172
6/24/2021;Kalimantan Timur;336
6/24/2021;Kalimantan Utara;27
6/24/2021;Kepulauan Bangka Belitung;120
6/24/2021;Kepulauan Riau;459
6/24/2021;Lampung;121
6/24/2021;Maluku;0
6/24/2021;Maluku Utara;121
6/24/2021;Nusa Tenggara Barat;9
6/24/2021;Nusa Tenggara Timur;104
6/24/2021;Papua;10
6/24/2021;Papua Barat;124
6/24/2021;Riau;295
6/24/2021;Sulawesi Barat;13
6/24/2021;Sulawesi Selatan;100
6/24/2021;Sulawesi Tengah;39
6/24/2021;Sulawesi Tenggara;26
6/24/2021;Sulawesi Utara;20
6/24/2021;Sumatera Barat;206
6/24/2021;Sumatera Selatan;144
6/24/2021;Sumatera Utara;185
6/25/2021;Aceh;103
6/25/2021;Bali;195
6/25/2021;Banten;313
6/25/2021;Bengkulu;196
6/25/2021;DKI Jakarta;6934
6/25/2021;Daerah Istimewa Yogyakarta;783
6/25/2021;Gorontalo;19
6/25/2021;Indonesia;18872
6/25/2021;Jambi;152
6/25/2021;Jawa Barat;3985
6/25/2021;Jawa Tengah;1646
6/25/2021;Jawa Timur;973
6/25/2021;Kalimantan Barat;147
6/25/2021;Kalimantan Selatan;56
6/25/2021;Kalimantan Tengah;129
6/25/2021;Kalimantan Timur;352
6/25/2021;Kalimantan Utara;0
6/25/2021;Kepulauan Bangka Belitung;68
6/25/2021;Kepulauan Riau;403
6/25/2021;Lampung;153
6/25/2021;Maluku;136
6/25/2021;Maluku Utara;86
6/25/2021;Nusa Tenggara Barat;7
6/25/2021;Nusa Tenggara Timur;172
6/25/2021;Papua;45
6/25/2021;Papua Barat;85
6/25/2021;Riau;274
6/25/2021;Sulawesi Barat;5
6/25/2021;Sulawesi Selatan;151
6/25/2021;Sulawesi Tengah;56
6/25/2021;Sulawesi Tenggara;163
6/25/2021;Sulawesi Utara;36
6/25/2021;Sumatera Barat;322
6/25/2021;Sumatera Selatan;202
6/25/2021;Sumatera Utara;190
6/26/2021;Aceh;81
6/26/2021;Bali;246
6/26/2021;Banten;266
6/26/2021;Bengkulu;109
6/26/2021;DKI Jakarta;9271
6/26/2021;Daerah Istimewa Yogyakarta;782
6/26/2021;Gorontalo;41
6/26/2021;Indonesia;21095
6/26/2021;Jambi;68
6/26/2021;Jawa Barat;3930
6/26/2021;Jawa Tengah;1886
6/26/2021;Jawa Timur;992
6/26/2021;Kalimantan Barat;129
6/26/2021;Kalimantan Selatan;89
6/26/2021;Kalimantan Tengah;174
6/26/2021;Kalimantan Timur;428
6/26/2021;Kalimantan Utara;0
6/26/2021;Kepulauan Bangka Belitung;126
6/26/2021;Kepulauan Riau;408
6/26/2021;Lampung;148
6/26/2021;Maluku;30
6/26/2021;Maluku Utara;58
6/26/2021;Nusa Tenggara Barat;6
6/26/2021;Nusa Tenggara Timur;106
6/26/2021;Papua;42
6/26/2021;Papua Barat;148
6/26/2021;Riau;365
6/26/2021;Sulawesi Barat;2
6/26/2021;Sulawesi Selatan;126
6/26/2021;Sulawesi Tengah;29
6/26/2021;Sulawesi Tenggara;63
6/26/2021;Sulawesi Utara;23
6/26/2021;Sumatera Barat;257
6/26/2021;Sumatera Selatan;173
6/26/2021;Sumatera Utara;220
6/27/2021;Aceh;59
6/27/2021;Bali;174
6/27/2021;Banten;698
6/27/2021;Bengkulu;16
6/27/2021;DKI Jakarta;9393
6/27/2021;Daerah Istimewa Yogyakarta;831
6/27/2021;Gorontalo;36
6/27/2021;Indonesia;21342
6/27/2021;Jambi;48
6/27/2021;Jawa Barat;4501
6/27/2021;Jawa Tengah;1813
6/27/2021;Jawa Timur;889
6/27/2021;Kalimantan Barat;146
6/27/2021;Kalimantan Selatan;23
6/27/2021;Kalimantan Tengah;160
6/27/2021;Kalimantan Timur;470
6/27/2021;Kalimantan Utara;0
6/27/2021;Kepulauan Bangka Belitung;103
6/27/2021;Kepulauan Riau;435
6/27/2021;Lampung;235
6/27/2021;Maluku;51
6/27/2021;Maluku Utara;28
6/27/2021;Nusa Tenggara Barat;19
6/27/2021;Nusa Tenggara Timur;114
6/27/2021;Papua;34
6/27/2021;Papua Barat;151
6/27/2021;Riau;223
6/27/2021;Sulawesi Barat;32
6/27/2021;Sulawesi Selatan;93
6/27/2021;Sulawesi Tengah;35
6/27/2021;Sulawesi Tenggara;109
6/27/2021;Sulawesi Utara;9
6/27/2021;Sumatera Barat;172
6/27/2021;Sumatera Selatan;162
6/27/2021;Sumatera Utara;119
6/28/2021;Aceh;104
6/28/2021;Bali;212
6/28/2021;Banten;494
6/28/2021;Bengkulu;10
6/28/2021;DKI Jakarta;8348
6/28/2021;Daerah Istimewa Yogyakarta;859
6/28/2021;Gorontalo;18
6/28/2021;Indonesia;20694
6/28/2021;Jambi;46
6/28/2021;Jawa Barat;4431
6/28/2021;Jawa Tengah;1809
6/28/2021;Jawa Timur;1083
6/28/2021;Kalimantan Barat;125
6/28/2021;Kalimantan Selatan;48
6/28/2021;Kalimantan Tengah;106
6/28/2021;Kalimantan Timur;382
6/28/2021;Kalimantan Utara;0
6/28/2021;Kepulauan Bangka Belitung;102
6/28/2021;Kepulauan Riau;329
6/28/2021;Lampung;159
6/28/2021;Maluku;119
6/28/2021;Maluku Utara;24
6/28/2021;Nusa Tenggara Barat;41
6/28/2021;Nusa Tenggara Timur;78
6/28/2021;Papua;12
6/28/2021;Papua Barat;120
6/28/2021;Riau;209
6/28/2021;Sulawesi Barat;19
6/28/2021;Sulawesi Selatan;125
6/28/2021;Sulawesi Tengah;50
6/28/2021;Sulawesi Tenggara;30
6/28/2021;Sulawesi Utara;34
6/28/2021;Sumatera Barat;89
6/28/2021;Sumatera Selatan;199
6/28/2021;Sumatera Utara;208
6/29/2021;Aceh;133
6/29/2021;Bali;238
6/29/2021;Banten;521
6/29/2021;Bengkulu;110
6/29/2021;DKI Jakarta;7379
6/29/2021;Daerah Istimewa Yogyakarta;850
6/29/2021;Gorontalo;10
6/29/2021;Indonesia;20467
6/29/2021;Jambi;123
6/29/2021;Jawa Barat;4246
6/29/2021;Jawa Tengah;2924
6/29/2021;Jawa Timur;1065
6/29/2021;Kalimantan Barat;219
6/29/2021;Kalimantan Selatan;55
6/29/2021;Kalimantan Tengah;146
6/29/2021;Kalimantan Timur;482
6/29/2021;Kalimantan Utara;73
6/29/2021;Kepulauan Bangka Belitung;88
6/29/2021;Kepulauan Riau;480
6/29/2021;Lampung;125
6/29/2021;Maluku;26
6/29/2021;Maluku Utara;36
6/29/2021;Nusa Tenggara Barat;82
6/29/2021;Nusa Tenggara Timur;125
6/29/2021;Papua;45
